429837,57,hombre,casado,Músico
67534,60,mujer,viudo,ing. Comercial
507551,56,mujer,casado,ing. Informatico
771251,84,mujer,casado,Carpintero
709651,58,mujer,soltero,Barrendero
928518,62,hombre,viudo,Obrero
343918,55,hombre,casado,Matemático
475648,25,hombre,soltero,Antropólogo
309658,21,hombre,divorciado,Archivólogo
692689,85,hombre,divorciado,ing. Comercial
985802,67,hombre,soltero,ing. Informatico
159691,42,hombre,viudo,Carpintero
471053,41,mujer,casado,Soldador
846299,65,mujer,soltero,Barrendero
712634,66,mujer,soltero,Matemático
987425,60,mujer,casado,Antropólogo
213493,68,mujer,casado,Computista
80076,77,hombre,soltero,ing. Informatico
422885,19,hombre,soltero,Carpintero
362700,55,mujer,viudo,Soldador
93926,82,mujer,casado,Barrendero
616146,74,hombre,casado,Obrero
313751,45,hombre,casado,Matemático
679720,47,mujer,viudo,Antropólogo
508563,37,hombre,divorciado,Computista
364346,44,mujer,casado,Músico
657780,20,mujer,viudo,ing. Comercial
960234,20,mujer,casado,ing. Informatico
279758,84,mujer,viudo,Carpintero
36853,33,hombre,viudo,Soldador
803075,50,hombre,divorciado,Barrendero
122392,32,hombre,soltero,Animador
535727,71,hombre,casado,Matemático
918180,20,mujer,divorciado,Antropólogo
142757,86,mujer,casado,Computista
210076,20,hombre,viudo,Archivólogo
985544,29,hombre,viudo,Músico
414512,89,hombre,soltero,ing. Comercial
948569,72,hombre,casado,ing. Informatico
671184,87,mujer,casado,Carpintero
148856,37,hombre,casado,Soldador
544023,43,hombre,viudo,Barrendero
708030,29,hombre,viudo,Obrero
351741,87,mujer,divorciado,Animador
867735,46,mujer,casado,Antropólogo
972203,36,hombre,divorciado,Computista
947038,67,hombre,soltero,Archivólogo
383172,79,hombre,casado,Músico
735629,50,hombre,casado,ing. Comercial
113486,67,hombre,soltero,Carpintero
528846,71,hombre,divorciado,Soldador
319330,28,mujer,divorciado,Obrero
341735,31,hombre,viudo,Animador
296854,43,hombre,viudo,Computista
227261,44,hombre,soltero,Músico
671301,19,mujer,casado,ing. Comercial
597808,29,mujer,soltero,ing. Informatico
464931,23,mujer,viudo,Soldador
669439,30,hombre,divorciado,Barrendero
311673,86,hombre,casado,Obrero
292913,70,mujer,viudo,Animador
654600,47,hombre,casado,Antropólogo
171734,46,mujer,viudo,Computista
338578,30,hombre,viudo,Archivólogo
568454,26,mujer,casado,Músico
263576,20,hombre,divorciado,ing. Comercial
97934,82,hombre,soltero,ing. Informatico
305042,35,hombre,divorciado,Carpintero
288426,24,mujer,casado,Soldador
777605,64,hombre,soltero,Obrero
401391,29,hombre,viudo,Computista
372987,69,mujer,divorciado,Archivólogo
741371,49,mujer,soltero,Músico
822577,88,hombre,divorciado,ing. Comercial
232870,52,mujer,casado,Carpintero
721922,59,hombre,viudo,Barrendero
156193,75,mujer,viudo,Animador
265687,75,mujer,casado,Matemático
157874,74,mujer,viudo,Antropólogo
410730,50,hombre,viudo,Computista
203900,22,mujer,divorciado,Archivólogo
54616,60,hombre,soltero,Músico
615190,52,hombre,divorciado,ing. Informatico
557296,50,hombre,soltero,Carpintero
476092,80,hombre,viudo,Soldador
592286,86,hombre,soltero,Barrendero
60980,54,mujer,viudo,Obrero
946104,52,hombre,casado,Animador
50166,28,mujer,soltero,Matemático
685263,26,mujer,casado,Archivólogo
686681,45,hombre,casado,Músico
176207,68,mujer,viudo,ing. Informatico
874239,71,mujer,divorciado,Carpintero
686421,50,hombre,viudo,Soldador
182097,69,hombre,casado,Barrendero
33449,68,mujer,casado,Obrero
685868,71,hombre,divorciado,Animador
217150,33,mujer,casado,Antropólogo
834887,60,mujer,viudo,Computista
455402,72,mujer,casado,Archivólogo
505283,34,mujer,casado,Músico
615332,41,hombre,viudo,ing. Comercial
969886,80,mujer,casado,Carpintero
768339,83,mujer,casado,Soldador
824072,46,hombre,viudo,Barrendero
888809,77,hombre,soltero,Obrero
54730,89,mujer,casado,Matemático
736941,39,mujer,casado,Antropólogo
423298,31,mujer,viudo,Computista
403791,46,hombre,divorciado,Archivólogo
901616,73,mujer,divorciado,ing. Informatico
488682,56,hombre,divorciado,Carpintero
260929,75,mujer,casado,Barrendero
762348,45,mujer,viudo,Matemático
835070,39,hombre,soltero,Computista
652716,42,mujer,soltero,Archivólogo
904253,73,mujer,viudo,Músico
828612,55,mujer,viudo,ing. Informatico
64911,80,mujer,casado,Carpintero
867442,30,mujer,casado,Soldador
684374,58,hombre,soltero,Barrendero
494062,23,hombre,casado,Animador
96043,55,hombre,soltero,Archivólogo
182097,69,hombre,casado,Barrendero
33449,68,mujer,casado,Obrero
685868,71,hombre,divorciado,Animador
217150,33,mujer,casado,Antropólogo
834887,60,mujer,viudo,Computista
455402,72,mujer,casado,Archivólogo
505283,34,mujer,casado,Músico
615332,41,hombre,viudo,ing. Comercial
969886,80,mujer,casado,Carpintero
768339,83,mujer,casado,Soldador
824072,46,hombre,viudo,Barrendero
888809,77,hombre,soltero,Obrero
54730,89,mujer,casado,Matemático
736941,39,mujer,casado,Antropólogo
423298,31,mujer,viudo,Computista
403791,46,hombre,divorciado,Archivólogo
901616,73,mujer,divorciado,ing. Informatico
488682,56,hombre,divorciado,Carpintero
260929,75,mujer,casado,Barrendero
762348,45,mujer,viudo,Matemático
835070,39,hombre,soltero,Computista
652716,42,mujer,soltero,Archivólogo
904253,73,mujer,viudo,Músico
828612,55,mujer,viudo,ing. Informatico
64911,80,mujer,casado,Carpintero
867442,30,mujer,casado,Soldador
684374,58,hombre,soltero,Barrendero
494062,23,hombre,casado,Animador
96043,55,hombre,soltero,Archivólogo
259979,57,mujer,viudo,Músico
61325,83,hombre,divorciado,ing. Comercial
853700,21,hombre,divorciado,ing. Informatico
948083,81,mujer,casado,Carpintero
681719,85,mujer,casado,Soldador
931492,61,mujer,viudo,Barrendero
161438,30,mujer,casado,Obrero
105373,33,hombre,divorciado,Animador
354882,63,hombre,divorciado,Matemático
930921,81,mujer,viudo,Antropólogo
799448,53,mujer,soltero,Archivólogo
374397,67,hombre,divorciado,Músico
813917,76,mujer,casado,ing. Informatico
554218,34,mujer,viudo,Carpintero
637620,19,hombre,divorciado,Soldador
295513,81,hombre,divorciado,Barrendero
625197,28,hombre,divorciado,Animador
59745,22,mujer,casado,Matemático
214666,39,mujer,divorciado,Antropólogo
205178,36,mujer,casado,Archivólogo
512026,27,hombre,soltero,Músico
237399,60,hombre,viudo,ing. Comercial
562522,53,hombre,soltero,ing. Informatico
981940,37,hombre,casado,Carpintero
847245,24,mujer,viudo,Soldador
39673,61,hombre,divorciado,Barrendero
452477,73,mujer,divorciado,Obrero
224172,37,hombre,casado,Animador
730385,47,hombre,viudo,Matemático
853171,62,mujer,divorciado,Antropólogo
246373,63,hombre,divorciado,Archivólogo
874762,19,mujer,viudo,Músico
602790,76,mujer,viudo,ing. Informatico
49391,72,mujer,soltero,Soldador
47149,78,hombre,viudo,Barrendero
766701,55,hombre,viudo,Animador
806498,41,mujer,soltero,Matemático
420777,82,hombre,casado,Antropólogo
821141,27,mujer,casado,Computista
733383,41,hombre,viudo,Archivólogo
655608,80,hombre,divorciado,Músico
804100,66,mujer,viudo,ing. Informatico
714242,44,hombre,viudo,Carpintero
189931,60,mujer,viudo,Soldador
369162,38,mujer,casado,Barrendero
959265,32,hombre,viudo,Obrero
622631,44,hombre,viudo,Animador
295368,63,mujer,viudo,Matemático
122713,87,mujer,viudo,Antropólogo
483314,66,hombre,soltero,Computista
127811,66,mujer,casado,Archivólogo
809132,62,mujer,viudo,ing. Comercial
131525,36,mujer,viudo,ing. Informatico
397245,88,mujer,divorciado,Carpintero
95247,78,hombre,soltero,Soldador
878060,88,hombre,divorciado,Barrendero
591750,82,hombre,casado,Obrero
632959,22,mujer,divorciado,Animador
851627,81,hombre,viudo,Computista
184507,47,hombre,casado,Archivólogo
199214,61,hombre,soltero,Músico
824850,73,mujer,casado,ing. Comercial
814480,89,mujer,viudo,ing. Informatico
979636,44,mujer,casado,Carpintero
562711,28,hombre,soltero,Soldador
744234,40,hombre,casado,Animador
696096,55,hombre,divorciado,Computista
406961,27,hombre,divorciado,Archivólogo
992219,48,hombre,soltero,Músico
13501,42,mujer,viudo,ing. Comercial
21034,20,hombre,divorciado,ing. Informatico
566635,82,mujer,casado,Carpintero
333513,90,hombre,divorciado,Soldador
445352,36,mujer,casado,Barrendero
388898,63,mujer,casado,Animador
142292,56,hombre,soltero,Computista
247062,43,hombre,viudo,Archivólogo
305897,81,hombre,divorciado,Músico
53440,59,hombre,viudo,ing. Comercial
230982,36,mujer,casado,Soldador
475640,83,hombre,viudo,Barrendero
387484,19,mujer,casado,Matemático
942556,55,hombre,soltero,Antropólogo
266668,55,mujer,casado,Computista
923020,57,hombre,viudo,Archivólogo
894300,81,mujer,viudo,Músico
703258,46,hombre,divorciado,ing. Comercial
810763,77,mujer,casado,ing. Informatico
72336,72,hombre,soltero,Carpintero
981873,51,hombre,divorciado,Obrero
484610,43,mujer,casado,Animador
263109,36,mujer,casado,Matemático
128108,42,hombre,viudo,Antropólogo
839560,35,mujer,casado,Computista
436885,36,mujer,casado,Archivólogo
565485,21,hombre,casado,ing. Comercial
15441,22,hombre,casado,ing. Informatico
204691,20,mujer,soltero,Carpintero
926595,83,hombre,divorciado,Soldador
138042,41,mujer,casado,Barrendero
875732,64,hombre,casado,Obrero
776709,43,hombre,soltero,Animador
792282,35,hombre,divorciado,Matemático
476183,31,mujer,casado,Antropólogo
780958,47,mujer,casado,Carpintero
509187,65,mujer,viudo,Barrendero
980325,59,mujer,soltero,Obrero
328285,19,hombre,divorciado,Matemático
819463,36,mujer,casado,Antropólogo
699450,42,hombre,casado,Computista
429837,57,hombre,casado,Músico
67534,60,mujer,viudo,ing. Comercial
507551,56,mujer,casado,ing. Informatico
771251,84,mujer,casado,Carpintero
709651,58,mujer,soltero,Barrendero
928518,62,hombre,viudo,Obrero
343918,55,hombre,casado,Matemático
475648,25,hombre,soltero,Antropólogo
309658,21,hombre,divorciado,Archivólogo
692689,85,hombre,divorciado,ing. Comercial
985802,67,hombre,soltero,ing. Informatico
159691,42,hombre,viudo,Carpintero
471053,41,mujer,casado,Soldador
846299,65,mujer,soltero,Barrendero
712634,66,mujer,soltero,Matemático
987425,60,mujer,casado,Antropólogo
213493,68,mujer,casado,Computista
80076,77,hombre,soltero,ing. Informatico
422885,19,hombre,soltero,Carpintero
362700,55,mujer,viudo,Soldador
93926,82,mujer,casado,Barrendero
616146,74,hombre,casado,Obrero
313751,45,hombre,casado,Matemático
679720,47,mujer,viudo,Antropólogo
508563,37,hombre,divorciado,Computista
364346,44,mujer,casado,Músico
657780,20,mujer,viudo,ing. Comercial
960234,20,mujer,casado,ing. Informatico
279758,84,mujer,viudo,Carpintero
36853,33,hombre,viudo,Soldador
803075,50,hombre,divorciado,Barrendero
122392,32,hombre,soltero,Animador
535727,71,hombre,casado,Matemático
918180,20,mujer,divorciado,Antropólogo
142757,86,mujer,casado,Computista
210076,20,hombre,viudo,Archivólogo
985544,29,hombre,viudo,Músico
414512,89,hombre,soltero,ing. Comercial
948569,72,hombre,casado,ing. Informatico
671184,87,mujer,casado,Carpintero
148856,37,hombre,casado,Soldador
544023,43,hombre,viudo,Barrendero
708030,29,hombre,viudo,Obrero
351741,87,mujer,divorciado,Animador
867735,46,mujer,casado,Antropólogo
972203,36,hombre,divorciado,Computista
947038,67,hombre,soltero,Archivólogo
383172,79,hombre,casado,Músico
735629,50,hombre,casado,ing. Comercial
113486,67,hombre,soltero,Carpintero
528846,71,hombre,divorciado,Soldador
319330,28,mujer,divorciado,Obrero
341735,31,hombre,viudo,Animador
296854,43,hombre,viudo,Computista
227261,44,hombre,soltero,Músico
671301,19,mujer,casado,ing. Comercial
597808,29,mujer,soltero,ing. Informatico
464931,23,mujer,viudo,Soldador
669439,30,hombre,divorciado,Barrendero
311673,86,hombre,casado,Obrero
292913,70,mujer,viudo,Animador
654600,47,hombre,casado,Antropólogo
171734,46,mujer,viudo,Computista
338578,30,hombre,viudo,Archivólogo
568454,26,mujer,casado,Músico
263576,20,hombre,divorciado,ing. Comercial
97934,82,hombre,soltero,ing. Informatico
305042,35,hombre,divorciado,Carpintero
288426,24,mujer,casado,Soldador
777605,64,hombre,soltero,Obrero
401391,29,hombre,viudo,Computista
372987,69,mujer,divorciado,Archivólogo
741371,49,mujer,soltero,Músico
822577,88,hombre,divorciado,ing. Comercial
232870,52,mujer,casado,Carpintero
721922,59,hombre,viudo,Barrendero
156193,75,mujer,viudo,Animador
265687,75,mujer,casado,Matemático
157874,74,mujer,viudo,Antropólogo
410730,50,hombre,viudo,Computista
203900,22,mujer,divorciado,Archivólogo
54616,60,hombre,soltero,Músico
615190,52,hombre,divorciado,ing. Informatico
557296,50,hombre,soltero,Carpintero
476092,80,hombre,viudo,Soldador
592286,86,hombre,soltero,Barrendero
60980,54,mujer,viudo,Obrero
946104,52,hombre,casado,Animador
50166,28,mujer,soltero,Matemático
685263,26,mujer,casado,Archivólogo
686681,45,hombre,casado,Músico
176207,68,mujer,viudo,ing. Informatico
874239,71,mujer,divorciado,Carpintero
686421,50,hombre,viudo,Soldador
182097,69,hombre,casado,Barrendero
33449,68,mujer,casado,Obrero
685868,71,hombre,divorciado,Animador
217150,33,mujer,casado,Antropólogo
834887,60,mujer,viudo,Computista
455402,72,mujer,casado,Archivólogo
505283,34,mujer,casado,Músico
615332,41,hombre,viudo,ing. Comercial
969886,80,mujer,casado,Carpintero
768339,83,mujer,casado,Soldador
824072,46,hombre,viudo,Barrendero
888809,77,hombre,soltero,Obrero
54730,89,mujer,casado,Matemático
736941,39,mujer,casado,Antropólogo
423298,31,mujer,viudo,Computista
403791,46,hombre,divorciado,Archivólogo
901616,73,mujer,divorciado,ing. Informatico
488682,56,hombre,divorciado,Carpintero
260929,75,mujer,casado,Barrendero
762348,45,mujer,viudo,Matemático
835070,39,hombre,soltero,Computista
652716,42,mujer,soltero,Archivólogo
904253,73,mujer,viudo,Músico
828612,55,mujer,viudo,ing. Informatico
64911,80,mujer,casado,Carpintero
867442,30,mujer,casado,Soldador
684374,58,hombre,soltero,Barrendero
494062,23,hombre,casado,Animador
96043,55,hombre,soltero,Archivólogo
259979,57,mujer,viudo,Músico
61325,83,hombre,divorciado,ing. Comercial
853700,21,hombre,divorciado,ing. Informatico
948083,81,mujer,casado,Carpintero
359975,39,hombre,viudo,Matemático
978979,23,hombre,divorciado,Antropólogo
667023,64,hombre,viudo,Computista
374187,34,hombre,viudo,Músico
559914,68,hombre,divorciado,ing. Comercial
23463,30,mujer,viudo,ing. Informatico
409027,71,hombre,divorciado,Carpintero
420510,58,mujer,casado,Soldador
601582,80,hombre,casado,Matemático
105307,48,hombre,divorciado,Antropólogo
417602,42,hombre,divorciado,Computista
274167,63,hombre,divorciado,Músico
144600,70,mujer,soltero,ing. Comercial
826008,59,hombre,soltero,ing. Informatico
539728,79,mujer,casado,Barrendero
68357,55,mujer,divorciado,Obrero
866843,68,mujer,soltero,Animador
822330,30,hombre,divorciado,Archivólogo
659492,0,mujer,casado,Músico
984750,47,hombre,viudo,ing. Comercial
631032,64,hombre,casado,ing. Informatico
692604,12,mujer,casado,Carpintero
513230,39,mujer,viudo,Soldador
665068,82,hombre,casado,Barrendero
77229,62,mujer,viudo,Obrero
559411,15,mujer,casado,Matemático
744628,58,hombre,soltero,Antropólogo
13500,20,mujer,casado,Archivólogo
509508,31,mujer,casado,ing. Comercial
409025,88,mujer,viudo,Carpintero
809534,66,hombre,divorciado,Soldador
64763,47,mujer,casado,Obrero
690293,26,mujer,casado,Animador
342043,31,mujer,soltero,Matemático
677167,27,mujer,viudo,Antropólogo
318081,65,mujer,viudo,Músico
953561,46,hombre,casado,ing. Informatico
401605,53,hombre,casado,Carpintero
380509,67,mujer,casado,Soldador
792405,61,hombre,viudo,Barrendero
19677,47,hombre,casado,Obrero
475175,38,hombre,casado,Animador
170820,19,hombre,casado,Matemático
723471,88,hombre,divorciado,Antropólogo
733835,86,mujer,casado,Archivólogo
321049,61,mujer,viudo,Músico
550498,85,mujer,viudo,ing. Comercial
419725,87,mujer,casado,ing. Informatico
114069,88,mujer,casado,Carpintero
584648,23,hombre,casado,Soldador
91020,39,mujer,casado,Barrendero
152664,24,mujer,casado,Obrero
192609,53,hombre,casado,Animador
149120,55,mujer,viudo,Matemático
705841,48,mujer,divorciado,Antropólogo
705510,37,hombre,soltero,Computista
195655,63,hombre,divorciado,Archivólogo
176815,61,mujer,viudo,Músico
248087,81,hombre,casado,ing. Comercial
736263,41,hombre,viudo,ing. Informatico
574332,44,mujer,soltero,Carpintero
689062,71,hombre,viudo,Soldador
796625,30,mujer,divorciado,Barrendero
958351,39,hombre,viudo,Obrero
120942,41,mujer,casado,Animador
923789,52,mujer,casado,Matemático
86175,41,hombre,casado,Antropólogo
98221,52,hombre,soltero,Computista
157573,26,hombre,viudo,Archivólogo
875593,55,hombre,viudo,Músico
468437,21,mujer,soltero,ing. Comercial
249445,35,mujer,casado,ing. Informatico
957742,64,hombre,divorciado,Carpintero
984106,58,hombre,soltero,Soldador
93995,80,hombre,casado,Barrendero
242673,75,hombre,soltero,Obrero
965113,29,mujer,casado,Animador
196670,46,hombre,casado,Matemático
939768,20,mujer,viudo,Antropólogo
424206,69,hombre,divorciado,Archivólogo
971895,57,mujer,casado,Músico
648630,31,mujer,casado,ing. Informatico
378537,75,hombre,divorciado,Carpintero
288073,76,mujer,soltero,Barrendero
626496,52,mujer,casado,Obrero
884313,67,mujer,casado,Animador
569543,86,hombre,casado,Matemático
20547,86,hombre,casado,Antropólogo
565429,62,mujer,viudo,Computista
867726,83,mujer,soltero,Archivólogo
225460,66,mujer,casado,Músico
737942,46,mujer,casado,ing. Comercial
313204,28,mujer,viudo,ing. Informatico
241156,21,mujer,viudo,Carpintero
598309,25,hombre,casado,Soldador
878035,53,hombre,divorciado,Barrendero
739880,64,hombre,divorciado,Animador
970022,26,hombre,viudo,Antropólogo
165884,58,mujer,casado,Computista
674407,80,mujer,viudo,Archivólogo
768542,61,hombre,divorciado,Músico
291187,40,mujer,viudo,ing. Comercial
899124,56,mujer,viudo,Soldador
896220,79,mujer,casado,Barrendero
297478,43,mujer,soltero,Obrero
292739,53,hombre,divorciado,Animador
950559,50,hombre,divorciado,Matemático
866310,89,hombre,casado,Antropólogo
769618,32,hombre,divorciado,Computista
339689,78,mujer,casado,Archivólogo
46637,79,hombre,casado,Músico
899489,44,mujer,casado,ing. Comercial
437680,89,hombre,viudo,ing. Informatico
692645,59,mujer,soltero,Carpintero
415514,50,hombre,divorciado,Soldador
401272,60,hombre,casado,Obrero
782094,82,mujer,soltero,Animador
378374,36,mujer,casado,Matemático
811170,62,mujer,viudo,Antropólogo
230053,60,mujer,casado,Computista
943217,79,mujer,casado,Archivólogo
785872,46,hombre,viudo,Músico
858466,79,mujer,viudo,ing. Comercial
780958,47,mujer,casado,Carpintero
509187,65,mujer,viudo,Barrendero
980325,59,mujer,soltero,Obrero
328285,19,hombre,divorciado,Matemático
819463,36,mujer,casado,Antropólogo
699450,42,hombre,casado,Computista
429837,57,hombre,casado,Músico
67534,60,mujer,viudo,ing. Comercial
507551,56,mujer,casado,ing. Informatico
771251,84,mujer,casado,Carpintero
681719,85,mujer,casado,Soldador
931492,61,mujer,viudo,Barrendero
161438,30,mujer,casado,Obrero
105373,33,hombre,divorciado,Animador
354882,63,hombre,divorciado,Matemático
930921,81,mujer,viudo,Antropólogo
799448,53,mujer,soltero,Archivólogo
374397,67,hombre,divorciado,Músico
813917,76,mujer,casado,ing. Informatico
554218,34,mujer,viudo,Carpintero
637620,19,hombre,divorciado,Soldador
295513,81,hombre,divorciado,Barrendero
625197,28,hombre,divorciado,Animador
59745,22,mujer,casado,Matemático
214666,39,mujer,divorciado,Antropólogo
205178,36,mujer,casado,Archivólogo
512026,27,hombre,soltero,Músico
237399,60,hombre,viudo,ing. Comercial
562522,53,hombre,soltero,ing. Informatico
981940,37,hombre,casado,Carpintero
847245,24,mujer,viudo,Soldador
39673,61,hombre,divorciado,Barrendero
452477,73,mujer,divorciado,Obrero
224172,37,hombre,casado,Animador
730385,47,hombre,viudo,Matemático
853171,62,mujer,divorciado,Antropólogo
246373,63,hombre,divorciado,Archivólogo
874762,19,mujer,viudo,Músico
602790,76,mujer,viudo,ing. Informatico
49391,72,mujer,soltero,Soldador
47149,78,hombre,viudo,Barrendero
766701,55,hombre,viudo,Animador
806498,41,mujer,soltero,Matemático
420777,82,hombre,casado,Antropólogo
821141,27,mujer,casado,Computista
733383,41,hombre,viudo,Archivólogo
655608,80,hombre,divorciado,Músico
804100,66,mujer,viudo,ing. Informatico
714242,44,hombre,viudo,Carpintero
189931,60,mujer,viudo,Soldador
369162,38,mujer,casado,Barrendero
959265,32,hombre,viudo,Obrero
622631,44,hombre,viudo,Animador
295368,63,mujer,viudo,Matemático
122713,87,mujer,viudo,Antropólogo
483314,66,hombre,soltero,Computista
127811,66,mujer,casado,Archivólogo
809132,62,mujer,viudo,ing. Comercial
131525,36,mujer,viudo,ing. Informatico
397245,88,mujer,divorciado,Carpintero
95247,78,hombre,soltero,Soldador
878060,88,hombre,divorciado,Barrendero
591750,82,hombre,casado,Obrero
632959,22,mujer,divorciado,Animador
851627,81,hombre,viudo,Computista
184507,47,hombre,casado,Archivólogo
199214,61,hombre,soltero,Músico
824850,73,mujer,casado,ing. Comercial
814480,89,mujer,viudo,ing. Informatico
979636,44,mujer,casado,Carpintero
562711,28,hombre,soltero,Soldador
744234,40,hombre,casado,Animador
696096,55,hombre,divorciado,Computista
406961,27,hombre,divorciado,Archivólogo
992219,48,hombre,soltero,Músico
13501,42,mujer,viudo,ing. Comercial
21034,20,hombre,divorciado,ing. Informatico
566635,82,mujer,casado,Carpintero
333513,90,hombre,divorciado,Soldador
445352,36,mujer,casado,Barrendero
388898,63,mujer,casado,Animador
142292,56,hombre,soltero,Computista
247062,43,hombre,viudo,Archivólogo
305897,81,hombre,divorciado,Músico
53440,59,hombre,viudo,ing. Comercial
230982,36,mujer,casado,Soldador
475640,83,hombre,viudo,Barrendero
387484,19,mujer,casado,Matemático
942556,55,hombre,soltero,Antropólogo
266668,55,mujer,casado,Computista
923020,57,hombre,viudo,Archivólogo
894300,81,mujer,viudo,Músico
703258,46,hombre,divorciado,ing. Comercial
810763,77,mujer,casado,ing. Informatico
72336,72,hombre,soltero,Carpintero
981873,51,hombre,divorciado,Obrero
484610,43,mujer,casado,Animador
263109,36,mujer,casado,Matemático
