315,2020-11-29,12:42:46,15:42:46
316,2020-11-13,14:20:21,17:20:21
317,2020-12-08,16:35:16,18:35:16
318,NULL,NULL,NULL
319,12/12/2020,10:03:13,11:3 :13
320,2020-11-30,16:00:28,19:0 :28
321,2020-11-18,10:54:26,12:54:26
322,02/11/2020,09:49:51,10:49:51
323,08/12/2020,11:10:33,12:10:33
324,01/12/2020,09:09:45,10:9 :45
325,NULL,NULL,NULL
326,NULL,NULL,NULL
327,2020-11-21,08:10:53,11:10:53
328,NULL,NULL,NULL
329,2020-11-05,12:36:17,14:36:17
330,18/11/2020,08:41:37,9 :41:37
331,2020-11-04,15:03:11,17:3 :11
332,2020-12-04,16:29:11,18:29:11
333,2020-12-06,13:12:14,16:12:14
334,2020-11-25,16:45:32,18:45:32
335,2020-11-30,13:56:16,15:56:16
336,06/11/2020,15:50:07,"16:50:7 "
337,2020-11-26,12:08:09,"14:8 :9 "
338,2020-11-14,17:04:16,19:4 :16
339,25/11/2020,12:04:44,13:4 :44
340,NULL,NULL,NULL
341,2020-11-03,11:13:35,13:13:35
342,2020-11-11,10:39:29,12:39:29
343,NULL,NULL,NULL
344,NULL,NULL,NULL
345,2020-11-10,13:26:27,15:26:27
346,NULL,NULL,NULL
347,15/12/2020,15:23:56,16:23:56
348,NULL,NULL,NULL
349,2020-12-16,13:15:58,15:15:58
350,2020-11-17,12:08:10,14:8 :10
351,2020-11-27,13:34:47,15:34:47
352,2020-12-08,10:55:31,12:55:31
353,2020-11-19,11:54:54,13:54:54
354,05/12/2020,10:06:56,11:6 :56
355,NULL,NULL,NULL
356,2020-12-13,17:12:43,19:12:43
357,13/11/2020,10:34:32,11:34:32
358,2020-11-13,11:48:28,13:48:28
359,2020-12-05,16:23:14,18:23:14
360,2020-11-09,10:23:22,12:23:22
361,11/12/2020,10:59:12,11:59:12
362,02/11/2020,14:13:53,15:13:53
363,2020-11-13,13:25:51,15:25:51
364,NULL,NULL,NULL
365,2020-12-03,14:53:09,"16:53:9 "
366,2020-12-04,10:55:47,12:55:47
367,2020-11-12,14:29:45,16:29:45
368,2020-11-08,13:26:19,15:26:19
369,NULL,NULL,NULL
370,2020-12-07,17:14:39,20:14:39
371,2020-11-24,10:47:15,12:47:15
372,05/12/2020,12:29:05,"13:29:5 "
373,2020-11-27,11:18:16,13:18:16
374,24/11/2020,16:37:59,17:37:59
375,2020-12-13,11:48:15,13:48:15
376,2020-12-17,13:21:15,16:21:15
377,2020-11-18,08:14:34,10:14:34
378,NULL,NULL,NULL
379,2020-11-12,14:45:02,"16:45:2 "
380,2020-11-20,11:57:17,13:57:17
381,NULL,NULL,NULL
382,2020-11-11,08:08:19,10:8 :19
383,2020-11-06,12:38:02,"14:38:2 "
384,2020-11-12,10:54:18,12:54:18
385,NULL,NULL,NULL
386,16/11/2020,12:13:39,13:13:39
387,03/12/2020,17:12:20,18:12:20
388,2020-12-13,13:54:22,15:54:22
389,2020-12-14,17:23:19,19:23:19
390,NULL,NULL,NULL
391,NULL,NULL,NULL
392,2020-11-29,13:32:09,"15:32:9 "
393,2020-11-09,13:13:11,15:13:11
394,09/11/2020,09:06:46,10:6 :46
395,NULL,NULL,NULL
396,2020-12-06,11:12:35,13:12:35
397,NULL,NULL,NULL
398,13/12/2020,14:28:54,15:28:54
399,14/12/2020,15:43:27,16:43:27
400,2020-11-25,16:32:32,18:32:32
401,2020-11-17,16:20:08,"19:20:8 "
402,2020-12-03,14:31:58,16:31:58
403,2020-11-28,16:21:52,19:21:52
404,29/11/2020,11:05:08,"12:5 :8 "
405,2020-11-25,10:46:25,12:46:25
406,12/11/2020,08:39:07,"9 :39:7 "
407,21/11/2020,14:09:09,"15:9 :9 "
408,2020-11-26,11:04:45,14:4 :45
409,2020-11-08,13:46:06,"15:46:6 "
410,2020-11-02,08:37:01,"10:37:1 "
411,02/11/2020,09:22:18,10:22:18
412,2020-11-21,12:31:41,15:31:41
413,2020-11-02,11:48:20,13:48:20
414,15/12/2020,15:12:55,16:12:55
415,2020-12-16,08:03:58,10:3 :58
416,2020-11-09,15:37:39,17:37:39
417,01/11/2020,16:54:01,"17:54:1 "
418,2020-11-19,12:02:43,14:2 :43
419,25/11/2020,16:14:46,17:14:46
420,2020-11-24,09:49:50,11:49:50
421,2020-11-26,09:31:14,11:31:14
422,2020-11-15,10:31:38,12:31:38
423,2020-12-12,11:39:42,14:39:42
424,2020-11-24,15:44:39,17:44:39
425,2020-12-01,09:25:03,"11:25:3 "
426,2020-11-09,08:31:45,10:31:45
427,NULL,NULL,NULL
428,2020-12-09,16:00:08,"18:0 :8 "
429,2020-12-03,15:29:51,18:29:51
430,2020-11-03,11:22:19,13:22:19
431,2020-11-11,10:12:11,12:12:11
432,2020-11-30,14:23:20,16:23:20
433,2020-11-18,08:19:00,"10:19:0 "
434,2020-12-08,12:45:07,"14:45:7 "
435,NULL,NULL,NULL
436,13/12/2020,11:25:03,"12:25:3 "
437,2020-11-06,17:23:50,19:23:50
438,2020-11-18,11:30:42,14:30:42
439,2020-12-15,09:31:30,11:31:30
440,NULL,NULL,NULL
441,2020-11-04,11:57:55,13:57:55
442,NULL,NULL,NULL
443,2020-12-03,11:24:58,13:24:58
444,2020-11-04,15:30:35,18:30:35
445,2020-11-25,11:25:58,13:25:58
446,NULL,NULL,NULL
447,2020-11-27,17:44:06,"20:44:6 "
448,NULL,NULL,NULL
449,2020-11-08,17:35:02,"19:35:2 "
450,NULL,NULL,NULL
451,2020-11-13,12:19:37,14:19:37
452,2020-11-06,17:31:55,19:31:55
453,2020-11-26,11:26:02,"14:26:2 "
454,02/11/2020,15:12:57,16:12:57
455,NULL,NULL,NULL
456,14/11/2020,13:52:55,14:52:55
457,NULL,NULL,NULL
458,2020-12-01,15:23:36,17:23:36
459,2020-12-11,17:28:34,19:28:34
460,2020-11-15,13:34:49,15:34:49
461,2020-12-03,09:19:39,11:19:39
462,2020-11-03,13:24:06,"15:24:6 "
463,14/11/2020,10:40:08,"11:40:8 "
464,NULL,NULL,NULL
465,2020-11-21,16:38:57,18:38:57
466,NULL,NULL,NULL
467,NULL,NULL,NULL
468,NULL,NULL,NULL
469,2020-11-07,11:41:57,13:41:57
470,2020-11-12,11:08:53,13:8 :53
471,2020-12-08,10:53:22,13:53:22
472,2020-11-10,13:06:38,16:6 :38
473,16/11/2020,09:43:21,10:43:21
474,29/11/2020,13:53:44,14:53:44
475,2020-11-18,09:44:33,11:44:33
476,2020-11-16,16:40:55,18:40:55
477,2020-11-04,14:44:56,17:44:56
478,2020-12-04,17:48:56,20:48:56
479,2020-12-07,12:46:39,14:46:39
480,2020-11-06,12:09:19,14:9 :19
481,2020-12-09,17:35:32,19:35:32
482,2020-12-08,14:39:59,17:39:59
483,NULL,NULL,NULL
484,13/12/2020,09:41:25,10:41:25
485,2020-12-14,14:27:41,16:27:41
486,2020-11-14,12:57:01,"14:57:1 "
487,2020-11-12,16:15:35,18:15:35
488,2020-11-20,14:02:31,16:2 :31
489,2020-12-12,16:29:34,18:29:34
490,NULL,NULL,NULL
491,2020-11-07,13:34:38,15:34:38
492,2020-12-03,09:20:43,11:20:43
493,2020-11-30,09:11:15,12:11:15
494,NULL,NULL,NULL
495,2020-11-28,10:57:08,"13:57:8 "
496,2020-11-21,13:59:22,15:59:22
497,2020-11-22,10:26:25,12:26:25
498,2020-11-30,12:49:34,14:49:34
499,NULL,NULL,NULL
500,2020-12-04,16:15:42,19:15:42
501,2020-11-15,10:15:31,12:15:31
502,2020-11-24,08:24:45,10:24:45
503,30/11/2020,10:28:51,11:28:51
504,NULL,NULL,NULL
505,2020-11-27,10:20:55,12:20:55
506,2020-11-23,15:51:34,17:51:34
507,2020-12-17,09:45:58,12:45:58
508,2020-11-12,10:51:20,12:51:20
509,2020-11-16,15:58:24,17:58:24
510,2020-11-04,12:20:36,14:20:36
511,2020-11-28,14:33:08,"16:33:8 "
512,2020-12-09,11:11:40,13:11:40
513,2020-12-08,09:07:07,"11:7 :7 "
514,NULL,NULL,NULL
515,05/11/2020,16:12:40,17:12:40
516,2020-11-13,17:08:08,"19:8 :8 "
517,2020-11-19,09:12:09,"11:12:9 "
518,2020-12-14,09:49:13,11:49:13
519,NULL,NULL,NULL
520,2020-11-30,12:12:48,14:12:48
521,2020-11-23,14:16:45,16:16:45
522,NULL,NULL,NULL
523,23/11/2020,15:07:51,16:7 :51
524,NULL,NULL,NULL
525,NULL,NULL,NULL
526,2020-12-16,16:05:12,18:5 :12
527,2020-11-29,16:42:28,18:42:28
528,2020-11-15,17:32:16,19:32:16
529,2020-11-30,17:12:14,19:12:14
530,14/11/2020,15:49:18,16:49:18
531,2020-12-04,17:46:38,19:46:38
532,26/11/2020,08:19:33,9 :19:33
533,NULL,NULL,NULL
534,11/12/2020,16:57:05,"17:57:5 "
535,2020-12-08,10:48:11,12:48:11
536,NULL,NULL,NULL
537,NULL,NULL,NULL
538,NULL,NULL,NULL
539,NULL,NULL,NULL
540,2020-12-08,17:32:37,19:32:37
541,NULL,NULL,NULL
542,2020-12-07,10:34:27,12:34:27
543,NULL,NULL,NULL
544,NULL,NULL,NULL
545,2020-11-07,11:00:19,13:0 :19
546,2020-11-28,17:28:18,20:28:18
547,2020-11-17,10:09:36,12:9 :36
548,2020-11-18,13:04:01,"15:4 :1 "
549,2020-11-27,13:42:41,16:42:41
550,2020-11-07,13:43:18,15:43:18
551,2020-11-25,16:30:56,19:30:56
552,2020-11-17,14:33:06,"16:33:6 "
553,NULL,NULL,NULL
554,2020-11-07,09:53:59,11:53:59
555,2020-11-05,09:47:53,11:47:53
556,2020-11-17,16:33:40,18:33:40
557,2020-11-14,09:25:11,12:25:11
558,2020-12-09,17:19:57,19:19:57
559,2020-12-07,10:47:07,"12:47:7 "
560,2020-11-14,17:08:02,"19:8 :2 "
561,2020-11-22,09:49:47,12:49:47
562,NULL,NULL,NULL
563,2020-11-18,08:49:24,10:49:24
564,2020-11-07,16:28:10,18:28:10
565,2020-11-19,08:08:37,10:8 :37
566,2020-12-11,09:47:29,11:47:29
567,10/12/2020,16:07:21,17:7 :21
568,NULL,NULL,NULL
569,2020-11-19,15:05:41,17:5 :41
570,2020-11-16,16:54:51,18:54:51
571,NULL,NULL,NULL
572,2020-11-20,08:45:31,10:45:31
573,2020-11-28,15:22:53,17:22:53
574,2020-11-17,16:23:41,19:23:41
575,2020-12-04,12:43:26,14:43:26
576,2020-11-18,12:23:23,14:23:23
577,2020-11-29,08:46:31,10:46:31
578,2020-11-29,15:48:02,"17:48:2 "
579,2020-11-18,10:25:52,12:25:52
580,2020-11-22,13:27:27,15:27:27
581,15/12/2020,17:11:25,18:11:25
582,2020-11-30,17:22:53,19:22:53
583,NULL,NULL,NULL
584,2020-12-12,13:12:26,15:12:26
585,2020-12-16,11:17:01,"13:17:1 "
586,01/11/2020,17:31:53,18:31:53
587,NULL,NULL,NULL
588,NULL,NULL,NULL
589,2020-11-12,09:47:50,11:47:50
590,2020-11-14,09:52:53,11:52:53
591,2020-11-10,09:57:06,"11:57:6 "
592,2020-11-11,11:34:40,13:34:40
593,2020-12-09,13:41:36,15:41:36
594,2020-11-21,12:40:53,14:40:53
595,2020-12-11,08:46:22,11:46:22
596,2020-12-11,16:07:43,18:7 :43
597,2020-12-07,09:39:06,"11:39:6 "
598,02/12/2020,09:16:32,10:16:32
599,NULL,NULL,NULL
600,01/11/2020,12:50:23,13:50:23
601,2020-12-11,13:41:40,16:41:40
602,NULL,NULL,NULL
603,2020-11-08,14:46:51,16:46:51
604,2020-12-03,10:46:32,12:46:32
605,2020-11-13,15:26:56,17:26:56
606,11/11/2020,12:33:27,13:33:27
607,2020-11-05,09:31:03,"11:31:3 "
608,NULL,NULL,NULL
609,NULL,NULL,NULL
610,2020-12-03,16:32:00,"19:32:0 "
611,2020-11-30,08:22:19,10:22:19
612,2020-11-29,17:13:54,19:13:54
613,NULL,NULL,NULL
614,2020-12-05,15:03:29,17:3 :29
615,2020-11-15,16:34:44,18:34:44
616,NULL,NULL,NULL
617,NULL,NULL,NULL
618,2020-11-03,08:57:37,10:57:37
619,2020-12-10,11:29:56,13:29:56
620,NULL,NULL,NULL
621,NULL,NULL,NULL
622,02/12/2020,14:53:28,15:53:28
623,2020-12-07,16:45:44,18:45:44
624,2020-12-08,10:42:41,12:42:41
625,2020-12-07,16:59:21,18:59:21
626,2020-12-05,08:28:31,11:28:31
627,2020-12-08,17:36:18,19:36:18
628,2020-11-28,13:02:22,15:2 :22
629,2020-12-17,14:10:19,17:10:19
630,NULL,NULL,NULL
631,NULL,NULL,NULL
632,2020-11-16,10:03:03,"13:3 :3 "
633,2020-12-08,13:02:35,16:2 :35
634,04/11/2020,14:50:36,15:50:36
635,NULL,NULL,NULL
636,2020-12-10,09:36:11,11:36:11
637,2020-11-29,14:14:51,16:14:51
638,05/12/2020,17:18:23,18:18:23
639,2020-11-15,10:18:17,12:18:17
640,2020-12-12,09:55:38,11:55:38
641,NULL,NULL,NULL
642,2020-11-22,13:20:24,15:20:24
643,02/11/2020,08:39:10,9 :39:10
644,2020-12-01,17:12:24,19:12:24
645,2020-12-13,09:39:14,11:39:14
646,2020-12-13,14:13:01,"16:13:1 "
647,2020-12-05,15:27:44,18:27:44
648,2020-11-04,15:42:30,17:42:30
649,2020-11-12,13:59:33,16:59:33
650,2020-11-30,10:59:57,12:59:57
651,2020-11-29,15:21:41,17:21:41
652,11/11/2020,13:13:38,14:13:38
653,2020-12-13,10:51:39,13:51:39
654,2020-12-02,17:23:58,19:23:58
655,2020-11-02,13:53:17,15:53:17
656,2020-12-11,14:00:12,16:0 :12
657,NULL,NULL,NULL
658,2020-12-11,15:27:31,17:27:31
659,08/11/2020,16:29:35,17:29:35
660,NULL,NULL,NULL
661,01/11/2020,14:11:32,15:11:32
662,NULL,NULL,NULL
663,2020-12-13,08:57:26,10:57:26
664,2020-12-04,15:05:35,17:5 :35
665,2020-11-22,13:13:38,15:13:38
666,NULL,NULL,NULL
667,2020-12-01,10:19:05,"13:19:5 "
668,2020-12-10,11:39:20,13:39:20
669,2020-11-30,09:34:42,11:34:42
670,2020-12-06,08:13:08,"10:13:8 "
671,NULL,NULL,NULL
672,2020-11-16,12:04:15,14:4 :15
673,2020-12-04,12:08:10,14:8 :10
674,2020-11-26,11:30:43,13:30:43
675,2020-11-19,13:50:31,15:50:31
676,2020-11-17,08:54:08,"11:54:8 "
677,15/11/2020,12:03:19,13:3 :19
678,NULL,NULL,NULL
679,2020-11-03,16:20:20,18:20:20
680,2020-11-08,09:06:06,"11:6 :6 "
681,08/11/2020,09:52:54,10:52:54
682,27/11/2020,14:47:59,15:47:59
683,2020-12-10,16:52:16,18:52:16
684,NULL,NULL,NULL
685,06/12/2020,08:57:53,9 :57:53
686,2020-11-14,09:24:28,11:24:28
687,2020-11-06,12:49:10,14:49:10
688,2020-12-08,15:56:43,17:56:43
689,NULL,NULL,NULL
690,2020-11-20,15:53:25,17:53:25
691,NULL,NULL,NULL
692,2020-11-18,17:38:15,19:38:15
693,2020-11-13,13:14:08,"15:14:8 "
